0.0.2@1706816312.214821253,1706816324345488100,11,1,1348,
0.0.2@1706816314.992454785,1706816324388635000,11,1,1349,
0.0.2@1706816313.909605069,1706816325204738800,11,1,1350,
0.0.2@1706816314.354284938,1706816325466893000,11,1,1351,
0.0.2@1706816312.752665076,1706816325637365500,11,1,1352,
0.0.2@1706816314.726889372,1706816325864565000,11,1,1353,
0.0.2@1706816313.687534472,1706816325984775700,11,1,1354,
0.0.2@1706816317.066812926,1706816326009087000,11,1,1355,
0.0.2@1706816315.689597439,1706816326068609000,11,1,1356,
0.0.2@1706816314.850711563,1706816326177374000,11,1,1357,
0.0.2@1706816316.358026084,1706816326306210000,11,1,1358,
0.0.2@1706816316.686607306,1706816327184787000,11,1,1360,
0.0.2@1706816318.556946454,1706816327198125300,11,1,1361,
0.0.2@1706816315.874770680,1706816327268219000,11,1,1362,
0.0.2@1706816314.836653976,1706816327457033000,11,1,1363,
0.0.2@1706816316.550645741,1706816327659565000,11,1,1364,
0.0.2@1706816317.401959631,1706816327917257000,11,1,1365,
0.0.2@1706816319.649423293,1706816328227104000,11,1,1366,
0.0.2@1706816318.018137171,1706816328228802000,11,1,1367,
0.0.2@1706816320.177921048,1706816328836942000,11,1,1368,
0.0.2@1706816317.210687588,1706816329099400400,11,1,1369,
0.0.2@1706816319.172445045,1706816329177209900,11,1,1370,
0.0.2@1706816320.503749038,1706816329284910800,11,1,1371,
0.0.2@1706816318.661404022,1706816329519731000,11,1,1372,
0.0.2@1706816317.625391845,1706816329705162500,11,1,1373,
0.0.2@1706816321.491755750,1706816330045742000,11,1,1374,
0.0.2@1706816319.944989014,1706816330208712700,11,1,1375,
0.0.2@1706816317.233920278,1706816330276235000,11,1,1376,
0.0.2@1706816318.117995690,1706816330485112800,11,1,1377,
0.0.2@1706816319.873612753,1706816330508299000,11,1,1378,
0.0.2@1706816320.340922200,1706816330636697000,11,1,1379,
0.0.2@1706816319.370319717,1706816330636701000,11,1,1380,
0.0.2@1706816318.895271133,1706816331139472400,11,1,1382,
0.0.2@1706816322.402657246,1706816331139473400,11,1,1383,
0.0.2@1706816321.970533530,1706816331144519000,11,1,1384,
0.0.2@1706816321.634027921,1706816331185227500,11,1,1385,
0.0.2@1706816322.722843224,1706816331217199000,11,1,1386,
0.0.2@1706816320.185389703,1706816331859504000,11,1,1387,
0.0.2@1706816319.426244530,1706816331864258300,11,1,1388,
0.0.2@1706816323.339376060,1706816331905452000,11,1,1389,
0.0.2@1706816323.098998177,1706816332237218000,11,1,1390,
0.0.2@1706816323.015955718,1706816332426545000,11,1,1392,
0.0.2@1706816322.228256869,1706816332486143000,11,1,1393,
0.0.2@1706816319.533907355,1706816332704902000,11,1,1394,
0.0.2@1706816321.943342304,1706816332777610500,11,1,1395,
0.0.2@1706816320.245629745,1706816333036735000,11,1,1396,
0.0.2@1706816324.633790212,1706816333060147500,11,1,1397,
0.0.2@1706816320.499597964,1706816333137794600,11,1,1398,
0.0.2@1706816321.294567163,1706816333137798000,11,1,1399,
0.0.2@1706816321.442155128,1706816333544466000,11,1,1400,
0.0.2@1706816324.979525057,1706816333797352000,11,1,1401,
0.0.2@1706816325.355538694,1706816334116485400,11,1,1402,
0.0.2@1706816322.314693044,1706816334116486400,11,1,1403,
0.0.2@1706816323.979931425,1706816334439899000,11,1,1404,
0.0.2@1706816323.531040880,1706816334536246000,11,1,1405,
0.0.2@1706816322.050880818,1706816334624170800,11,1,1406,
0.0.2@1706816326.609452768,1706816335404201000,11,1,1407,
0.0.2@1706816325.626156911,1706816335496468000,11,1,1408,
0.0.2@1706816322.437797741,1706816335496471000,11,1,1409,
0.0.2@1706816326.001772336,1706816336137760800,11,1,1410,
0.0.2@1706816326.243065786,1706816336148609500,11,1,1411,
0.0.2@1706816325.577207588,1706816336360064500,11,1,1412,
0.0.2@1706816324.351530054,1706816336465436400,11,1,1413,
0.0.2@1706816324.850440084,1706816336599407400,11,1,1414,
0.0.2@1706816328.309925895,1706816336784457000,11,1,1415,
0.0.2@1706816324.035320426,1706816336986201000,11,1,1416,
0.0.2@1706816326.833147946,1706816337168310800,11,1,1417,
0.0.2@1706816328.123676665,1706816337337589800,11,1,1418,
0.0.2@1706816326.198427698,1706816337346735600,11,1,1419,
0.0.2@1706816326.949693600,1706816337426006500,11,1,1420,
0.0.2@1706816326.861003404,1706816337526420000,11,1,1421,
0.0.2@1706816325.586953984,1706816337637509000,11,1,1422,
0.0.2@1706816329.219222681,1706816337836557300,11,1,1423,
0.0.2@1706816326.299901607,1706816338177989600,11,1,1424,
0.0.2@1706816326.817456731,1706816338486724900,11,1,1425,
0.0.2@1706816325.966788092,1706816338685147000,11,1,1426,
0.0.2@1706816327.358237357,1706816338908565800,11,1,1427,
0.0.2@1706816328.362283360,1706816339036270300,11,1,1428,
0.0.2@1706816326.837625442,1706816339266380500,11,1,1429,
0.0.2@1706816328.768028089,1706816339438009000,11,1,1430,
0.0.2@1706816330.486031061,1706816339446906000,11,1,1431,
0.0.2@1706816330.473396246,1706816339539341000,11,1,1432,
0.0.2@1706816328.944575621,1706816339659418000,11,1,1433,
0.0.2@1706816329.870756068,1706816340108752100,11,1,1434,
0.0.2@1706816330.023489077,1706816340476986000,11,1,1435,
0.0.2@1706816328.951773627,1706816340526569000,11,1,1436,
0.0.2@1706816329.955925377,1706816340564747000,11,1,1437,
0.0.2@1706816330.194832498,1706816340597116700,11,1,1438,
0.0.2@1706816330.763881200,1706816340646754000,11,1,1439,
0.0.2@1706816328.694352080,1706816340648929000,11,1,1440,
0.0.2@1706816327.499097232,1706816340648930000,11,1,1441,
0.0.2@1706816329.495947605,1706816341104550100,11,1,1442,
0.0.2@1706816330.765713973,1706816341136348000,11,1,1443,
0.0.2@1706816328.188755056,1706816341339488000,11,1,1444,
0.0.2@1706816329.802117192,1706816341376626000,11,1,1445,
0.0.2@1706816329.807973627,1706816341606615000,11,1,1446,
0.0.2@1706816333.235207831,1706816342077383200,11,1,1447,
0.0.2@1706816333.503687105,1706816342146728000,11,1,1448,
0.0.2@1706816332.273856118,1706816342377348000,11,1,1449,
0.0.2@1706816333.393277273,1706816342377349000,11,1,1450,
0.0.2@1706816331.441511609,1706816342585702700,11,1,1451,
0.0.2@1706816331.710202010,1706816342604576300,11,1,1452,
0.0.2@1706816332.704430070,1706816342746909400,11,1,1453,
0.0.2@1706816332.914860266,1706816342964631000,11,1,1454,
0.0.2@1706816330.116641636,1706816342986388000,11,1,1455,
0.0.2@1706816333.862531718,1706816343145082000,11,1,1456,
0.0.2@1706816331.090791964,1706816343228691000,11,1,1457,
0.0.2@1706816330.538448147,1706816343559920400,11,1,1458,
0.0.2@1706816333.874503760,1706816343725282000,11,1,1459,
0.0.2@1706816334.705232434,1706816344057857000,11,1,1460,
0.0.2@1706816333.503670832,1706816344939963400,11,1,1461,
0.0.2@1706816332.436998932,1706816344957871000,11,1,1462,
0.0.2@1706816335.816453971,1706816345026890000,11,1,1463,
0.0.2@1706816336.772732149,1706816345088696000,11,1,1464,
0.0.2@1706816336.607166626,1706816345465622800,11,1,1465,
0.0.2@1706816334.940573001,1706816345996715000,11,1,1466,
0.0.2@1706816337.643291398,1706816346185179400,11,1,1467,
0.0.2@1706816333.763624964,1706816346337724200,11,1,1468,
0.0.2@1706816335.523958144,1706816346528717000,11,1,1469,
0.0.2@1706816335.364709519,1706816346536816000,11,1,1470,
0.0.2@1706816333.646931147,1706816346588314000,11,1,1471,
0.0.2@1706816338.214351104,1706816346697279000,11,1,1472,
0.0.2@1706816337.807402583,1706816346826412800,11,1,1473,
0.0.2@1706816334.891555424,1706816346845798700,11,1,1474,
0.0.2@1706816337.102250369,1706816347284821500,11,1,1475,
0.0.2@1706816334.803256449,1706816347897751000,11,1,1476,
0.0.2@1706816339.209823129,1706816348059497500,11,1,1477,
0.0.2@1706816338.721918595,1706816348148200000,11,1,1478,
0.0.2@1706816337.143775288,1706816348268309200,11,1,1479,
0.0.2@1706816339.855755511,1706816348377595400,11,1,1480,
0.0.2@1706816337.173545628,1706816348604985000,11,1,1481,
0.0.2@1706816337.927138605,1706816348779664600,11,1,1482,
0.0.2@1706816337.610215445,1706816348866180000,11,1,1483,
0.0.2@1706816337.087353435,1706816348977504000,11,1,1484,
0.0.2@1706816336.375280639,1706816349144559600,11,1,1485,
0.0.2@1706816336.281600753,1706816349199958500,11,1,1486,
0.0.2@1706816339.339451837,1706816349744721000,11,1,1487,
0.0.2@1706816340.102987828,1706816349956843000,11,1,1488,
0.0.2@1706816337.513180496,1706816349956844000,11,1,1489,
0.0.2@1706816338.262978729,1706816350165374500,11,1,1490,
0.0.2@1706816338.778720747,1706816350237346800,11,1,1491,
0.0.2@1706816337.787175609,1706816350368757000,11,1,1492,
0.0.2@1706816340.362116241,1706816350426511000,11,1,1493,
0.0.2@1706816338.160987255,1706816350465095000,11,1,1494,
0.0.2@1706816338.982502924,1706816350546716700,11,1,1495,
0.0.2@1706816341.533627040,1706816350837452000,11,1,1496,
0.0.2@1706816340.865034306,1706816350906348000,11,1,1497,
0.0.2@1706816339.193698878,1706816350908870400,11,1,1498,
0.0.2@1706816342.695603569,1706816351206158000,11,1,1499,
0.0.2@1706816341.758576442,1706816351484671200,11,1,1500,
0.0.2@1706816339.615984464,1706816351498093000,11,1,1501,
0.0.2@1706816339.106712126,1706816351839306000,11,1,1502,
0.0.2@1706816339.241905272,1706816351964500200,11,1,1503,
0.0.2@1706816341.568909845,1706816352565885000,11,1,1504,
0.0.2@1706816343.062877824,1706816352624363000,11,1,1505,
0.0.2@1706816343.901437373,1706816352648399000,11,1,1506,
0.0.2@1706816340.424754028,1706816352799995000,11,1,1507,
0.0.2@1706816343.266167868,1706816352804963000,11,1,1508,
0.0.2@1706816341.130423451,1706816353076453000,11,1,1509,
0.0.2@1706816344.064007374,1706816353237786000,11,1,1510,
0.0.2@1706816343.872005155,1706816353417634000,11,1,1511,
0.0.2@1706816345.041805585,1706816353666226400,11,1,1512,
0.0.2@1706816341.239305345,1706816354017270000,11,1,1513,
0.0.2@1706816340.878101237,1706816354124333800,11,1,1514,
0.0.2@1706816344.105108864,1706816354244385000,11,1,1515,
0.0.2@1706816343.252443049,1706816354305665000,11,1,1516,
0.0.2@1706816345.975379769,1706816354419972400,11,1,1517,
0.0.2@1706816342.333259821,1706816354506357000,11,1,1518,
0.0.2@1706816342.408940487,1706816354738086400,11,1,1519,
0.0.2@1706816343.149298987,1706816355084880100,11,1,1520,
0.0.2@1706816342.462206308,1706816355097622000,11,1,1521,
0.0.2@1706816345.411149998,1706816355217837000,11,1,1522,
0.0.2@1706816344.338747701,1706816355356838000,11,1,1523,
0.0.2@1706816345.601359221,1706816355536703000,11,1,1524,
0.0.2@1706816342.687573995,1706816355956795000,11,1,1525,
0.0.2@1706816347.052947263,1706816355984466000,11,1,1526,
0.0.2@1706816343.002371116,1706816356057854000,11,1,1527,
0.0.2@1706816346.018767383,1706816356117422000,11,1,1528,
0.0.2@1706816343.773341363,1706816356219510000,11,1,1529,
0.0.2@1706816346.793823540,1706816356597210000,11,1,1530,
0.0.2@1706816344.870155849,1706816356606501000,11,1,1531,
0.0.2@1706816346.799894644,1706816356657893600,11,1,1532,
0.0.2@1706816346.558545613,1706816356796227000,11,1,1533,
0.0.2@1706816348.303293189,1706816357096211500,11,1,1534,
0.0.2@1706816344.594576844,1706816357364827100,11,1,1535,
0.0.2@1706816347.604262116,1706816357659527400,11,1,1536,
0.0.2@1706816348.911346085,1706816357677591000,11,1,1537,
0.0.2@1706816345.427263983,1706816357899840000,11,1,1538,
0.0.2@1706816346.222666723,1706816358049065000,11,1,1539,
0.0.2@1706816348.279359137,1706816358084835300,11,1,1540,
0.0.2@1706816347.412501697,1706816358177036000,11,1,1541,
0.0.2@1706816347.824787474,1706816358324919000,11,1,1542,
0.0.2@1706816349.497224776,1706816358379519500,11,1,1543,
0.0.2@1706816345.884936218,1706816358646229800,11,1,1544,
0.0.2@1706816347.527592846,1706816358937436200,11,1,1545,
0.0.2@1706816348.120218153,1706816359044558600,11,1,1546,
0.0.2@1706816349.751980396,1706816359316422700,11,1,1547,
0.0.2@1706816346.177836523,1706816359486712000,11,1,1548,
0.0.2@1706816346.820221797,1706816359488202500,11,1,1549,
0.0.2@1706816347.891548490,1706816359819456300,11,1,1550,
0.0.2@1706816347.139508705,1706816359968900600,11,1,1551,
0.0.2@1706816350.722047686,1706816360179169000,11,1,1552,
0.0.2@1706816349.337300734,1706816360239717400,11,1,1553,
0.0.2@1706816347.549815687,1706816360396700000,11,1,1554,
0.0.2@1706816351.628249923,1706816360448301300,11,1,1555,
0.0.2@1706816348.692931692,1706816360497131500,11,1,1556,
0.0.2@1706816349.581593229,1706816360497132500,11,1,1557,
0.0.2@1706816352.599766211,1706816360996392700,11,1,1559,
0.0.2@1706816352.681138401,1706816361108672500,11,1,1560,
0.0.2@1706816348.219020150,1706816361108674000,11,1,1561,
0.0.2@1706816349.473316706,1706816361320060000,11,1,1562,
0.0.2@1706816352.250846500,1706816361656177000,11,1,1563,
0.0.2@1706816349.056982522,1706816361706875000,11,1,1564,
0.0.2@1706816351.315002956,1706816362159363000,11,1,1565,
0.0.2@1706816353.551330966,1706816362177819100,11,1,1566,
0.0.2@1706816354.029931999,1706816362399803000,11,1,1567,
0.0.2@1706816350.995670054,1706816362520062000,11,1,1568,
0.0.2@1706816352.976725892,1706816362524480800,11,1,1569,
0.0.2@1706816350.190915851,1706816362669160000,11,1,1570,
0.0.2@1706816350.064168270,1706816363004488000,11,1,1571,
0.0.2@1706816350.297349708,1706816363004489000,11,1,1572,
0.0.2@1706816350.608122450,1706816363156795600,11,1,1573,
0.0.2@1706816351.362551746,1706816363185198000,11,1,1574,
0.0.2@1706816353.477665292,1706816363396309000,11,1,1575,
0.0.2@1706816353.373073681,1706816363636797200,11,1,1576,
0.0.2@1706816354.081862628,1706816363904296200,11,1,1577,
0.0.2@1706816355.116192667,1706816363964875000,11,1,1578,
0.0.2@1706816352.519045053,1706816364385193000,11,1,1579,
0.0.2@1706816351.418490655,1706816364505396000,11,1,1580,
0.0.2@1706816353.489305551,1706816364526193000,11,1,1581,
0.0.2@1706816354.255128367,1706816364526195000,11,1,1582,
0.0.2@1706816352.996006309,1706816364697490000,11,1,1583,
0.0.2@1706816352.807346132,1706816364864814000,11,1,1584,
0.0.2@1706816353.690576416,1706816364979829000,11,1,1585,
0.0.2@1706816352.641860170,1706816365164424000,11,1,1586,
0.0.2@1706816352.419045108,1706816365237374200,11,1,1587,
0.0.2@1706816356.223192284,1706816365426297000,11,1,1588,
0.0.2@1706816354.184662814,1706816365616640000,11,1,1589,
0.0.2@1706816355.481815138,1706816365906778000,11,1,1590,
0.0.2@1706816357.562420015,1706816366245961700,11,1,1591,
0.0.2@1706816357.547109888,1706816366317251000,11,1,1592,
0.0.2@1706816353.176782700,1706816366386293000,11,1,1593,
0.0.2@1706816356.007233078,1706816366386297000,11,1,1594,
0.0.2@1706816353.594833599,1706816366686916000,11,1,1595,
0.0.2@1706816355.954945406,1706816366797659000,11,1,1596,
0.0.2@1706816353.838865281,1706816366844554500,11,1,1597,
0.0.2@1706816354.509851578,1706816366965716000,11,1,1598,
0.0.2@1706816357.076684794,1706816367097265400,11,1,1599,
0.0.2@1706816356.771286992,1706816367205524000,11,1,1600,
0.0.2@1706816357.511245146,1706816367348890000,11,1,1601,
0.0.2@1706816359.334823886,1706816367646473000,11,1,1602,
0.0.2@1706816357.425180250,1706816368040199000,11,1,1604,
0.0.2@1706816355.940330753,1706816368136304000,11,1,1605,
0.0.2@1706816359.571894001,1706816368237802200,11,1,1606,
0.0.2@1706816355.585860037,1706816368657784000,11,1,1607,
0.0.2@1706816360.165220016,1706816368717438700,11,1,1608,
0.0.2@1706816355.785521232,1706816368856513300,11,1,1609,
0.0.2@1706816358.665495588,1706816369149068300,11,1,1610,
0.0.2@1706816358.693121005,1706816369387128000,11,1,1611,
0.0.2@1706816358.147313487,1706816369784404000,11,1,1612,
0.0.2@1706816359.165396340,1706816369928760800,11,1,1613,
0.0.2@1706816361.494563074,1706816369996816400,11,1,1614,
0.0.2@1706816359.316746368,1706816370517616600,11,1,1615,
0.0.2@1706816359.344015205,1706816370536913700,11,1,1616,
0.0.2@1706816358.213655375,1706816370596506000,11,1,1617,
0.0.2@1706816361.475792687,1706816370596509000,11,1,1618,
0.0.2@1706816358.347001604,1706816370739479000,11,1,1619,
0.0.2@1706816361.071487229,1706816370739480000,11,1,1620,
0.0.2@1706816360.110757996,1706816370805084400,11,1,1621,
0.0.2@1706816361.325313085,1706816370864612000,11,1,1622,
0.0.2@1706816358.695214467,1706816370864613000,11,1,1623,
0.0.2@1706816362.184641454,1706816371436361000,11,1,1624,
0.0.2@1706816362.724828699,1706816371519414000,11,1,1625,
0.0.2@1706816360.320322736,1706816371797176300,11,1,1626,
0.0.2@1706816363.318877998,1706816371999782000,11,1,1627,
0.0.2@1706816363.483654612,1706816372216577000,11,1,1628,
0.0.2@1706816361.168717217,1706816372326776000,11,1,1629,
0.0.2@1706816359.760433714,1706816372396470000,11,1,1630,
0.0.2@1706816362.236757176,1706816372479383000,11,1,1631,
0.0.2@1706816362.819401377,1706816372659144000,11,1,1632,
0.0.2@1706816362.124229792,1706816372678173000,11,1,1633,
0.0.2@1706816361.811421812,1706816372748998000,11,1,1634,
0.0.2@1706816361.209854218,1706816372779350000,11,1,1635,
0.0.2@1706816364.681531508,1706816373176247000,11,1,1636,
0.0.2@1706816364.480806901,1706816373199317800,11,1,1637,
0.0.2@1706816363.903063992,1706816373684925000,11,1,1638,
0.0.2@1706816362.461175573,1706816373886366500,11,1,1639,
0.0.2@1706816361.701566124,1706816373896690700,11,1,1640,
0.0.2@1706816365.475233888,1706816374237751000,11,1,1641,
0.0.2@1706816362.941462639,1706816374237752000,11,1,1642,
0.0.2@1706816361.044932101,1706816374246475000,11,1,1643,
0.0.2@1706816366.174680519,1706816374525337000,11,1,1644,
0.0.2@1706816365.765142123,1706816374525340000,11,1,1645,
0.0.2@1706816363.517604259,1706816374525342000,11,1,1646,
0.0.2@1706816362.595242064,1706816374556874200,11,1,1647,
0.0.2@1706816365.184835053,1706816374837437000,11,1,1648,
0.0.2@1706816361.590213252,1706816374879566000,11,1,1649,
0.0.2@1706816362.348733666,1706816375509092000,11,1,1650,
0.0.2@1706816366.874232893,1706816375696853000,11,1,1651,
0.0.2@1706816365.964324512,1706816375816225000,11,1,1652,
0.0.2@1706816365.818362666,1706816376084128300,11,1,1653,
0.0.2@1706816366.844297646,1706816376200101400,11,1,1654,
0.0.2@1706816364.668996157,1706816376227093000,11,1,1655,
0.0.2@1706816364.814579097,1706816376227097000,11,1,1656,
0.0.2@1706816366.146053018,1706816376337344000,11,1,1657,
0.0.2@1706816365.557269035,1706816376397981000,11,1,1658,
0.0.2@1706816366.984484264,1706816376408546000,11,1,1659,
0.0.2@1706816367.629446205,1706816376828472600,11,1,1660,
0.0.2@1706816365.746700728,1706816377136530200,11,1,1661,
0.0.2@1706816368.705696588,1706816377466104300,11,1,1662,
0.0.2@1706816367.409050314,1706816377786796500,11,1,1663,
0.0.2@1706816369.561519990,1706816377898054000,11,1,1664,
0.0.2@1706816364.872054303,1706816377906784800,11,1,1665,
0.0.2@1706816369.018104198,1706816378036848000,11,1,1666,
0.0.2@1706816366.047360839,1706816378156883200,11,1,1667,
0.0.2@1706816365.891952508,1706816378184382700,11,1,1668,
0.0.2@1706816365.298619730,1706816378239881200,11,1,1669,
0.0.2@1706816367.839261465,1706816378448866800,11,1,1670,
0.0.2@1706816369.013633368,1706816378678101000,11,1,1671,
0.0.2@1706816366.700553703,1706816378904442000,11,1,1672,
0.0.2@1706816366.452167311,1706816379356745000,11,1,1673,
0.0.2@1706816368.664790522,1706816379745628400,11,1,1674,
0.0.2@1706816370.971852585,1706816379888522000,11,1,1675,
0.0.2@1706816367.078704457,1706816379888523000,11,1,1676,
0.0.2@1706816368.553444719,1706816379888525000,11,1,1677,
0.0.2@1706816368.766052730,1706816380076892400,11,1,1678,
0.0.2@1706816370.128476192,1706816380105931800,11,1,1679,
0.0.2@1706816368.575761398,1706816380224258000,11,1,1680,
0.0.2@1706816368.953304555,1706816380224259000,11,1,1681,
0.0.2@1706816370.166502917,1706816380465184000,11,1,1682,
0.0.2@1706816367.638303262,1706816380584898300,11,1,1683,
0.0.2@1706816372.246676569,1706816380584899300,11,1,1684,
0.0.2@1706816367.447967091,1706816380584901000,11,1,1685,
0.0.2@1706816367.782681312,1706816380726479600,11,1,1686,
0.0.2@1706816370.634501893,1706816381479302700,11,1,1687,
0.0.2@1706816370.096756007,1706816381628298800,11,1,1688,
0.0.2@1706816370.379686485,1706816381696433400,11,1,1689,
0.0.2@1706816369.360798610,1706816381737443000,11,1,1690,
0.0.2@1706816372.561561314,1706816381906110000,11,1,1691,
0.0.2@1706816369.055563713,1706816381936427000,11,1,1692,
0.0.2@1706816368.876612600,1706816382056855600,11,1,1693,
0.0.2@1706816370.021619877,1706816382106573300,11,1,1694,
0.0.2@1706816371.684369808,1706816382265344500,11,1,1695,
0.0.2@1706816372.675201960,1706816382457773600,11,1,1696,
0.0.2@1706816370.389860591,1706816382504930000,11,1,1697,
0.0.2@1706816371.552318325,1706816382517317400,11,1,1698,
0.0.2@1706816373.817775297,1706816382536258600,11,1,1699,
0.0.2@1706816371.125094126,1706816383165659000,11,1,1700,
0.0.2@1706816373.354929678,1706816383496971000,11,1,1701,
0.0.2@1706816370.791619355,1706816383597319000,11,1,1702,
0.0.2@1706816372.515804574,1706816383608392000,11,1,1703,
0.0.2@1706816373.875954762,1706816383608393000,11,1,1704,
0.0.2@1706816371.957549743,1706816383856184000,11,1,1705,
0.0.2@1706816371.682027535,1706816383976533500,11,1,1707,
0.0.2@1706816372.129019741,1706816384119375000,11,1,1708,
0.0.2@1706816374.926691531,1706816384149085000,11,1,1709,
0.0.2@1706816375.440315616,1706816384397009000,11,1,1710,
0.0.2@1706816373.592311436,1706816384568625000,11,1,1711,
0.0.2@1706816372.972178124,1706816384618058000,11,1,1712,
0.0.2@1706816374.361583055,1706816384797641000,11,1,1713,
0.0.2@1706816373.337165001,1706816385204135000,11,1,1714,
0.0.2@1706816373.668693702,1706816385384826600,11,1,1715,
0.0.2@1706816372.813872957,1706816385384830000,11,1,1716,
0.0.2@1706816372.896306531,1706816385657002000,11,1,1717,
0.0.2@1706816375.654632301,1706816385804696600,11,1,1718,
0.0.2@1706816373.767010746,1706816385859921000,11,1,1719,
0.0.2@1706816375.419889623,1706816385888105500,11,1,1720,
0.0.2@1706816374.778878880,1706816385997530000,11,1,1721,
0.0.2@1706816374.890853623,1706816386137044000,11,1,1722,
0.0.2@1706816374.307351806,1706816386436939000,11,1,1723,
0.0.2@1706816377.910770568,1706816386548417500,11,1,1724,
